@RELATION "Sound_Gestures: -C 2"

@ATTRIBUTE gesture {tap, slap, stroke, tickle, rub, scratch}
@ATTRIBUTE place {left_arm, right_arm, belly}
@ATTRIBUTE pitchFFT_1 REAL
@ATTRIBUTE pitchFFTMin_1 REAL
@ATTRIBUTE pitchFFTMax_1 REAL
@ATTRIBUTE pitchFFTDif_1 REAL
@ATTRIBUTE pitchAutocorrelation_1 REAL
@ATTRIBUTE pitchAutocorrelationMin_1 REAL
@ATTRIBUTE pitchAutocorrelationMax_1 REAL
@ATTRIBUTE pitchAutocorrelationDif_1 REAL
@ATTRIBUTE pitchWavelet_1 REAL
@ATTRIBUTE pitchWaveletMin_1 REAL
@ATTRIBUTE pitchWaveletMax_1 REAL
@ATTRIBUTE pitchWaveletDif_1 REAL
@ATTRIBUTE centroide_1 REAL
@ATTRIBUTE centroideMin_1 REAL
@ATTRIBUTE centroideMax_1 REAL
@ATTRIBUTE centroideDif_1 REAL
@ATTRIBUTE rollOff_1 REAL
@ATTRIBUTE rollOffMin_1 REAL
@ATTRIBUTE rollOffMax_1 REAL
@ATTRIBUTE rollOffDif_1 REAL
@ATTRIBUTE ganancia_1 REAL
@ATTRIBUTE flux_1 REAL
@ATTRIBUTE fluxMin_1 REAL
@ATTRIBUTE fluxMax_1 REAL
@ATTRIBUTE fluxDif_1 REAL
@ATTRIBUTE SNR_1 REAL
@ATTRIBUTE SNRMax_1 REAL
@ATTRIBUTE zeroXMean_1 REAL
@ATTRIBUTE ZCRmin_1 REAL
@ATTRIBUTE ZCRmax_1 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_1 REAL
@ATTRIBUTE numWordsMinute_1 REAL
@ATTRIBUTE duration_1 REAL
@ATTRIBUTE pitchFFT_2 REAL
@ATTRIBUTE pitchFFTMin_2 REAL
@ATTRIBUTE pitchFFTMax_2 REAL
@ATTRIBUTE pitchFFTDif_2 REAL
@ATTRIBUTE pitchAutocorrelation_2 REAL
@ATTRIBUTE pitchAutocorrelationMin_2 REAL
@ATTRIBUTE pitchAutocorrelationMax_2 REAL
@ATTRIBUTE pitchAutocorrelationDif_2 REAL
@ATTRIBUTE pitchWavelet_2 REAL
@ATTRIBUTE pitchWaveletMin_2 REAL
@ATTRIBUTE pitchWaveletMax_2 REAL
@ATTRIBUTE pitchWaveletDif_2 REAL
@ATTRIBUTE centroide_2 REAL
@ATTRIBUTE centroideMin_2 REAL
@ATTRIBUTE centroideMax_2 REAL
@ATTRIBUTE centroideDif_2 REAL
@ATTRIBUTE rollOff_2 REAL
@ATTRIBUTE rollOffMin_2 REAL
@ATTRIBUTE rollOffMax_2 REAL
@ATTRIBUTE rollOffDif_2 REAL
@ATTRIBUTE ganancia_2 REAL
@ATTRIBUTE flux_2 REAL
@ATTRIBUTE fluxMin_2 REAL
@ATTRIBUTE fluxMax_2 REAL
@ATTRIBUTE fluxDif_2 REAL
@ATTRIBUTE SNR_2 REAL
@ATTRIBUTE SNRMax_2 REAL
@ATTRIBUTE zeroXMean_2 REAL
@ATTRIBUTE ZCRmin_2 REAL
@ATTRIBUTE ZCRmax_2 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_2 REAL
@ATTRIBUTE numWordsMinute_2 REAL
@ATTRIBUTE duration_2 REAL
@ATTRIBUTE pitchFFT_3 REAL
@ATTRIBUTE pitchFFTMin_3 REAL
@ATTRIBUTE pitchFFTMax_3 REAL
@ATTRIBUTE pitchFFTDif_3 REAL
@ATTRIBUTE pitchAutocorrelation_3 REAL
@ATTRIBUTE pitchAutocorrelationMin_3 REAL
@ATTRIBUTE pitchAutocorrelationMax_3 REAL
@ATTRIBUTE pitchAutocorrelationDif_3 REAL
@ATTRIBUTE pitchWavelet_3 REAL
@ATTRIBUTE pitchWaveletMin_3 REAL
@ATTRIBUTE pitchWaveletMax_3 REAL
@ATTRIBUTE pitchWaveletDif_3 REAL
@ATTRIBUTE centroide_3 REAL
@ATTRIBUTE centroideMin_3 REAL
@ATTRIBUTE centroideMax_3 REAL
@ATTRIBUTE centroideDif_3 REAL
@ATTRIBUTE rollOff_3 REAL
@ATTRIBUTE rollOffMin_3 REAL
@ATTRIBUTE rollOffMax_3 REAL
@ATTRIBUTE rollOffDif_3 REAL
@ATTRIBUTE ganancia_3 REAL
@ATTRIBUTE flux_3 REAL
@ATTRIBUTE fluxMin_3 REAL
@ATTRIBUTE fluxMax_3 REAL
@ATTRIBUTE fluxDif_3 REAL
@ATTRIBUTE SNR_3 REAL
@ATTRIBUTE SNRMax_3 REAL
@ATTRIBUTE zeroXMean_3 REAL
@ATTRIBUTE ZCRmin_3 REAL
@ATTRIBUTE ZCRmax_3 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_3 REAL
@ATTRIBUTE numWordsMinute_3 REAL
@ATTRIBUTE duration_3 REAL
@ATTRIBUTE pitchFFT_4 REAL
@ATTRIBUTE pitchFFTMin_4 REAL
@ATTRIBUTE pitchFFTMax_4 REAL
@ATTRIBUTE pitchFFTDif_4 REAL
@ATTRIBUTE pitchAutocorrelation_4 REAL
@ATTRIBUTE pitchAutocorrelationMin_4 REAL
@ATTRIBUTE pitchAutocorrelationMax_4 REAL
@ATTRIBUTE pitchAutocorrelationDif_4 REAL
@ATTRIBUTE pitchWavelet_4 REAL
@ATTRIBUTE pitchWaveletMin_4 REAL
@ATTRIBUTE pitchWaveletMax_4 REAL
@ATTRIBUTE pitchWaveletDif_4 REAL
@ATTRIBUTE centroide_4 REAL
@ATTRIBUTE centroideMin_4 REAL
@ATTRIBUTE centroideMax_4 REAL
@ATTRIBUTE centroideDif_4 REAL
@ATTRIBUTE rollOff_4 REAL
@ATTRIBUTE rollOffMin_4 REAL
@ATTRIBUTE rollOffMax_4 REAL
@ATTRIBUTE rollOffDif_4 REAL
@ATTRIBUTE ganancia_4 REAL
@ATTRIBUTE flux_4 REAL
@ATTRIBUTE fluxMin_4 REAL
@ATTRIBUTE fluxMax_4 REAL
@ATTRIBUTE fluxDif_4 REAL
@ATTRIBUTE SNR_4 REAL
@ATTRIBUTE SNRMax_4 REAL
@ATTRIBUTE zeroXMean_4 REAL
@ATTRIBUTE ZCRmin_4 REAL
@ATTRIBUTE ZCRmax_4 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_4 REAL
@ATTRIBUTE numWordsMinute_4 REAL
@ATTRIBUTE duration_4 REAL

@DATA
rub,left_arm,1667.65,843.75,2531.25,1687.5,2069.39,727.273,4000.0,3272.73,8.82353,0.0,750.0,750.0,3250.51,1933.62,3887.5,1953.89,2501.47,1218.75,3375.0,2156.25,0.018048,0.645292,0.454999,0.996596,0.541597,62.8832,183.28,54.4706,31.0,73.0,42.0,367.561,1142.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rub,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.985226,1325.916973,2547.083696,1264.55254,2434.191034,1311.833799,3428.57,2151.376094,5.572495,0.0,218.790778,261.490752,3589.944128,3025.422379,4297.273207,1363.925602,2479.232783,1916.696887,3913.513389,2038.464638,0.023662,0.642425,0.307993,0.926782,0.639288,100.737655,298.780798,49.657759,38.258006,73.368767,34.282315,296.369922,1295.684153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slap,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.88,750.0,1593.75,843.75,1488.31,857.143,2181.82,1324.68,512.413,0.0,1207.55,1207.55,3081.88,1690.99,5800.38,4109.4,1968.75,1312.5,3281.25,1968.75,0.14252,0.658129,0.612596,0.718099,0.105503,954.21,1173.19,54.5,28.0,125.0,97.0,1730.77,34.6667,187.5,187.5,187.5,0.0,380.952,380.952,380.952,0.0,0.0,0.0,0.0,0.0,1552.04,1552.04,1552.04,0.0,281.25,281.25,281.25,0.0,0.00334,0.262188,0.262188,0.262188,0.0,24.2277,24.2277,76.0,76.0,76.0,0.0,22500.0,2.66667,1875.0,1687.5,2062.5,375.0,2533.33,2400.0,2666.67,266.667,0.0,0.0,0.0,0.0,2725.77,2540.57,2910.97,370.398,2156.25,2062.5,2250.0,187.5,0.046175,0.747386,0.672337,0.822436,0.1501,351.559,674.757,58.5,37.0,80.0,43.0,4500.0,13.3333
tap,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,187.5,187.5,0.0,762.907,380.952,4000.0,3619.05,0.0,0.0,0.0,0.0,2096.48,1061.39,3121.99,2060.61,1265.62,93.75,3375.0,3281.25,0.010419,0.488559,0.103787,1.02318,0.91939,51.2378,150.91,15.3,1.0,40.0,39.0,1391.75,129.333,1500.0,1500.0,1500.0,0.0,1145.3,444.444,1846.15,1401.71,0.0,0.0,0.0,0.0,1588.19,1471.13,1705.25,234.126,750.0,93.75,1406.25,1312.5,0.008385,1.19819,1.18647,1.2099,0.023426,43.5446,67.7844,15.0,2.0,28.0,26.0,5294.12,22.6667
tap,belly,787.626343,224.791508,610.804229,369.062344,278.888205,42.118317,390.749834,46.718429,278.416656,0.0,565.979873,237.810063,2078.221548,66.919953,1296.359939,425.590978,38.882065,444.488602,128.939211,80.891465,0.002164,0.290991,0.203811,0.407802,0.007833,5.954559,6.682442,7.339248,2.640612,0.353864,0.345085,400.578974,35.04124,775.951278,663.523216,173.105799,329.91178,7.923392,618.267254,668.420493,688.733636,0.0,0.0,0.0,0.0,1546.904488,963.790824,2363.867907,141.551177,1433.485284,793.730998,514.118461,568.951374,0.011729,0.203254,0.284446,0.264405,0.180201,27.258783,38.245513,6.252135,2.768711,44.081175,1.556628,422.918958,59.806667,208.665943,187.5,194.896117,39.636301,445.54315,380.952,783.56478,368.415632,0.0,0.0,0.0,0.0,1830.520255,1779.655616,2173.399853,1938.048227,650.203239,179.308582,1548.513019,3312.343574,0.016068,0.586828,0.1766,1.004386,0.739505,34.779062,71.934893,18.06281,2.08451,14.928402,41.861169,632.189804,46.395933,1439.577745,1732.240416,1607.693888,0.0,2346.318024,2365.183643,2287.212829,0.0,0.0,0.0,0.0,0.0,1991.461541,1895.733408,1996.167558,0.0,1685.618541,1632.108593,1631.766889,0.0,0.007136,0.657892,0.645227,0.598335,0.0,30.573545,31.773776,32.099254,32.239634,31.064868,0.0,45000.0,1.33333
slap,left_arm,1406.25,1406.25,1406.25,0.0,1090.91,1090.91,1090.91,0.0,988.235,988.235,988.235,0.0,5127.07,5127.07,5127.07,0.0,3000.0,3000.0,3000.0,0.0,0.304125,0.746017,0.746017,0.746017,0.0,1009.44,1009.44,56.0,56.0,56.0,0.0,22500.0,2.66667,843.75,750.0,937.5,187.5,1231.58,1200.0,1263.16,63.1579,0.0,0.0,0.0,0.0,1306.67,1247.22,1366.11,118.888,1031.25,937.5,1125.0,187.5,0.034785,0.570394,0.552693,0.588095,0.035402,79.3578,111.076,50.5,22.0,79.0,57.0,4500.0,13.3333,93.75,93.75,93.75,0.0,393.443,393.443,393.443,0.0,0.0,0.0,0.0,0.0,1302.84,1302.84,1302.84,0.0,187.5,187.5,187.5,0.0,0.013452,0.6516,0.6516,0.6516,0.0,59.9763,59.9763,5.0,5.0,5.0,0.0,22500.0,2.66667,1406.25,1406.25,1406.25,0.0,2181.82,2181.82,2181.82,0.0,0.0,0.0,0.0,0.0,1983.26,1983.26,1983.26,0.0,1687.5,1687.5,1687.5,0.0,0.018211,0.896129,0.896129,0.896129,0.0,44.8865,44.8865,33.0,33.0,33.0,0.0,22500.0,2.66667
stroke,left_arm,2037.11,1312.5,2531.25,1218.75,2833.28,1600.0,3428.57,1828.57,0.0,0.0,0.0,0.0,3718.21,3160.88,4204.02,1043.14,2910.16,2250.0,3750.0,1500.0,0.014471,0.633056,0.428139,1.1891,0.76096,46.6962,70.4279,61.75,51.0,78.0,27.0,233.161,514.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,left_arm,1156.25,937.5,1875.0,937.5,1311.5,380.952,1714.29,1333.33,0.0,0.0,0.0,0.0,2529.78,1642.5,3467.07,1824.57,1364.58,93.75,2906.25,2812.5,0.013359,0.855985,0.417358,1.23523,0.817875,68.5007,267.634,45.6667,5.0,228.0,223.0,1000.0,120.0,1462.5,750.0,1781.25,1031.25,1505.03,470.588,2181.82,1711.23,0.0,0.0,0.0,0.0,2638.89,2291.52,2933.18,641.66,1256.25,656.25,1593.75,937.5,0.003386,0.851905,0.479724,1.17757,0.697848,14.7999,17.1587,35.6,23.0,55.0,32.0,2195.12,109.333,203.125,93.75,281.25,187.5,396.107,380.952,452.83,71.8778,0.0,0.0,0.0,0.0,1785.24,1222.77,2474.65,1251.87,203.125,93.75,281.25,187.5,0.003547,0.511006,0.318565,0.718062,0.399496,21.6507,34.5995,14.5,5.0,34.0,29.0,1071.43,56.0,843.75,187.5,2437.5,2250.0,1287.45,380.952,2400.0,2019.05,0.0,0.0,0.0,0.0,2698.38,1827.45,3831.56,2004.11,1546.88,281.25,2625.0,2343.75,0.003624,0.818674,0.368808,1.17638,0.807573,19.5875,27.1252,25.3333,1.0,43.0,42.0,1824.32,98.6667
stroke,left_arm,1061.677479,875.088154,1260.155205,422.296539,1427.081301,865.168732,1836.662529,902.395237,0.0,0.0,0.0,0.0,3179.103863,2314.774295,3210.184553,523.926389,2169.790142,1968.419174,2364.664123,1031.8419,0.007276,0.743727,0.573004,0.82502,0.061885,20.515297,34.608936,34.842925,30.023307,54.38661,25.081892,2694.723045,54.316447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rub,belly,1048.368922,967.853293,1125.0,129.580178,1480.972036,1343.502425,1593.276041,168.464203,0.0,0.0,0.0,0.0,2075.589545,2036.409028,2722.357879,417.667381,1125.0,1031.25,1218.75,187.5,0.006348,0.507972,0.435773,0.660487,0.23759,21.009272,31.520321,31.721492,29.594368,37.0,10.972805,204.972465,276.872314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.642519,7.802802,465.110937,252.545134,445.493512,326.838792,604.401835,94.406217,29.041092,0.0,297.974751,228.171782,1091.020764,1035.959186,1868.395476,279.32671,932.2668,134.978141,1497.900256,492.821595,0.006351,0.540255,0.350232,0.155473,0.381436,0.586893,4.756146,6.233592,2.582472,21.534812,14.370334,343.856014,242.030392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rub,belly,1033.05,843.75,1500.0,656.25,1450.63,800.0,2181.82,1381.82,167.043,0.0,1215.19,1215.19,2430.5,1308.28,3175.48,1867.21,1128.61,937.5,1687.5,750.0,0.008422,0.542445,0.0,1.0,1.0,29.9755,144.216,35.8654,21.0,95.0,74.0,423.696,6797.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.01,93.75,4875.0,4781.25,806.369,380.952,6000.0,5619.05,9.87424,0.0,1315.07,1315.07,3058.15,1904.12,4568.36,2664.24,2611.17,93.75,4312.5,4218.75,0.003059,0.63038,0.0,1.13376,1.13376,23.7862,168.527,52.4045,1.0,87.0,86.0,280.265,6850.67,1561.03,187.5,5718.75,5531.25,1807.16,380.952,2666.67,2285.71,0.0,0.0,0.0,0.0,2619.09,1451.64,3931.39,2479.74,1924.53,281.25,4218.75,3937.5,0.007128,0.734783,0.0,1.2493,1.2493,39.6068,177.87,35.0094,7.0,66.0,59.0,558.731,6765.33
tap,belly,939.374421,843.75,1040.061641,238.309636,1567.231839,1227.4699,1915.188129,886.20978,86.689259,0.0,372.297863,666.789798,2215.029387,1427.853937,2469.797993,880.798667,1272.68468,983.099576,1281.088661,743.687362,0.020585,0.569671,0.403282,0.784585,0.470471,69.4106,125.982596,35.909569,22.668187,33.60265,31.496701,2493.207761,29.306408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.291681,168.129114,187.5,3.103872,429.921871,380.952,525.22972,144.494989,0.0,0.0,0.0,0.0,2341.630427,1229.16193,3766.569334,2741.322535,1804.385642,161.391843,3674.875232,3483.742034,0.026495,0.697238,0.437222,1.122732,0.649819,445.387685,1768.813697,25.645505,1.428298,49.146469,49.892954,928.723166,111.439748,1014.783917,93.75,1794.159912,1752.083945,1089.821962,405.879346,2566.701661,2135.64783,0.0,0.0,0.0,0.0,2061.540343,1455.15855,2972.989161,1462.921438,1391.787792,805.453407,1998.597363,1422.996574,0.0092,0.683247,0.333109,1.118984,0.68052,50.583561,117.450415,27.574972,19.134276,37.192126,27.415284,1993.831546,85.805765
tap,right_arm,895.507194,884.525229,764.759804,0.0,1180.336992,1174.538593,1143.381541,0.0,0.0,0.0,0.0,0.0,1591.420822,1694.85868,1699.281553,0.0,983.247116,956.256106,975.142254,0.0,0.015628,0.674954,0.590107,0.681833,0.0,23.50169,28.68099,44.067797,54.895793,45.759479,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slap,left_arm,1032.749169,591.8554,1864.160946,849.966756,1411.96951,549.631038,2053.56158,1586.048092,311.215391,0.0,1102.313894,1031.056942,2304.906157,1770.332868,5495.3025,3963.453425,1469.351707,855.834262,2899.031286,2148.169484,0.091038,0.696769,0.719098,1.005198,0.415445,202.274422,825.975877,34.990761,20.01532,49.986753,108.087325,1433.525286,50.479712,1341.779974,1110.193735,1440.84568,103.043004,1449.157457,969.888807,1979.462041,376.750085,0.0,0.0,0.0,0.0,1534.522385,1321.74151,1947.49876,582.058599,1218.557363,1069.814604,1386.731934,103.20495,0.0359,0.641101,0.39995,1.027895,0.661521,59.805042,326.022665,26.0,24.046171,30.903179,8.285799,1800.0,55.214386,214.368312,93.75,894.258843,790.782809,436.322104,380.952,767.706504,337.119243,0.0,0.0,0.0,0.0,1693.867837,1125.107664,2326.681359,1383.011089,491.876145,187.5,1885.529839,1559.728338,0.009487,0.622951,0.431489,0.846971,0.27741,62.658522,48.168527,17.252365,6.105605,47.301149,49.723484,1066.073602,55.392728,1543.469034,1589.902332,1748.477083,442.318176,1362.603604,533.653892,2400.0,1871.088721,0.0,0.0,0.0,0.0,2014.683984,1583.570041,2315.28134,1070.963479,1455.749587,906.17866,1781.25,660.52299,0.027744,0.777477,0.614693,1.100936,0.182084,56.087376,139.504792,32.429318,23.813725,44.819086,17.319954,1363.64,55.849884
rub,left_arm,2076.45,843.75,4687.5,3843.75,2608.57,774.194,4800.0,4025.81,21.8101,0.0,1253.73,1253.73,3468.31,2112.13,4392.71,2280.58,2814.05,1125.0,3750.0,2625.0,0.021248,0.637184,0.468003,0.872935,0.404931,114.691,312.457,59.8347,35.0,99.0,64.0,309.811,1549.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tickle,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.450001,93.75,187.5,93.75,390.87318,380.952,449.567863,79.567543,0.0,0.0,0.0,0.0,1515.643634,966.826034,2053.974423,1192.295243,154.397603,93.75,281.25,187.5,0.007243,0.452263,0.173883,0.834516,0.647355,22.95724,57.030263,8.416877,2.555556,19.776901,16.166628,435.095332,421.081562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratch,right_arm,960.384,750.0,1312.5,562.5,1466.15,666.667,2181.82,1515.15,401.588,0.0,1116.28,1116.28,1795.88,1125.78,3209.79,2084.01,991.388,843.75,1218.75,375.0,0.019201,0.555907,0.106131,0.96711,0.860979,58.5999,320.904,22.4803,15.0,33.0,18.0,334.711,1613.33,1586.72,750.0,2531.25,1781.25,2203.46,571.429,3428.57,2857.14,222.814,0.0,1904.76,1904.76,3100.81,1838.79,5812.56,3973.77,2071.88,1125.0,3093.75,1968.75,0.144809,0.644101,0.393923,1.0398,0.645879,676.147,1751.09,42.7625,25.0,68.0,43.0,35.3218,1698.67,263.393,93.75,375.0,281.25,427.156,380.952,648.649,267.696,13.2861,0.0,376.963,376.963,1791.14,899.47,2494.36,1594.89,311.384,187.5,468.75,281.25,0.003615,0.415614,0.169382,0.831167,0.661785,21.036,55.8524,7.57143,4.0,13.0,9.0,918.367,1698.67,1619.4,187.5,2062.5,1875.0,1465.57,380.952,3000.0,2619.05,31.1611,0.0,626.087,626.087,2083.85,1703.42,2557.24,853.815,1614.09,750.0,1875.0,1125.0,0.00492,0.585238,0.282161,0.868504,0.586343,27.5626,150.954,35.0755,20.0,44.0,24.0,388.54,1698.67
tickle,left_arm,609.375,93.75,1312.5,1218.75,1041.05,387.097,1714.29,1327.19,13.211,0.0,132.11,132.11,2264.41,1622.47,3302.92,1680.46,1621.88,937.5,2718.75,1781.25,0.01362,0.80423,0.684864,0.952544,0.26768,18.7455,36.2161,33.9,18.0,85.0,67.0,373.961,962.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
